ledger_public_id,settlement_public_id,abs_amount_diff,relative_amount_diff,amount_ratio,date_diff_days,vendor_levenshtein_similarity,vendor_jaro_winkler_similarity,vendor_token_sort_similarity,vendor_token_set_similarity,vendor_exact_normalized_match,vendor_embedding_cosine_similarity,reference_exact_match,reference_substring_overlap,reference_similarity,reference_missing_ledger,reference_missing_settlement,reference_both_missing,candidate_count_for_ledger,candidate_count_for_settlement,competing_candidate_count,is_potential_one_to_many,is_potential_many_to_one,description_embedding_cosine_similarity,split,label
LED-000481,STL-000481-0,0.0,0.0,1.0,1,0.526316,0.871429,0.526316,1.0,0,0.46291,0,0,0.0,0,1,0,2,2,2,1,1,0.855921,test,1
LED-000482,STL-000482-0,18.0,9e-05,0.99991,0,0.636364,0.893333,0.636364,1.0,0,0.68313,1,1,1.0,0,0,0,2,4,4,1,1,0.910642,train,1
LED-000483,STL-000483-0,191.45,0.016081,0.983919,3,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.159232,val,1
LED-000485,STL-000485-0,0.0,0.0,1.0,4,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,4,6,1,1,0.860663,test,1
LED-000486,STL-000486-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.177667,train,1
LED-000490,STL-000490-0,4237.36,0.020492,0.979508,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,6,6,1,1,0.204598,val,1
LED-000491,STL-000491-0,0.47,2e-06,0.999998,2,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,3,4,1,1,0.326599,test,1
LED-000492,STL-000492-0,0.0,0.0,1.0,0,0.826087,0.940741,0.826087,0.826087,0,0.824621,1,1,1.0,0,0,0,1,1,0,0,0,0.174574,train,1
LED-000493,STL-000493-0,0.0,0.0,1.0,0,0.941176,0.977778,0.470588,0.470588,0,0.617213,1,1,1.0,0,0,0,1,1,0,0,0,0.1557,train,1
LED-000494,STL-000494-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.20016,train,1
LED-000494,STL-000027-0,1874.97,0.01115,0.98885,2,0.235294,0.402116,0.235294,0.235294,0,-0.09325,0,0,0.230769,0,0,0,2,2,2,1,1,0.727533,train,0
LED-000495,STL-000495-0,0.0,0.0,1.0,3,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.099889,train,1
LED-000496,STL-000496-0,2574.07,0.012497,0.987503,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,1,3,1,0,0.381,val,1
LED-000497,STL-000497-0,0.41,3e-06,1.000003,0,0.888889,0.97037,0.888889,0.888889,0,0.428571,1,1,1.0,0,0,0,2,1,1,1,0,0.267261,val,1
LED-000498,STL-000498-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,3,3,1,1,0.360288,train,1
LED-000498,STL-000588-0,8238.06,0.037061,0.962939,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.046225,train,0
LED-000499,STL-000499-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.195965,train,1
LED-000500,STL-000323-0,10082.47,0.042093,1.042093,0,0.470588,0.640694,0.470588,0.470588,0,-0.042796,0,0,0.230769,0,0,0,4,3,5,1,1,0.06601,train,0
LED-000500,STL-BATCH-000523-000530,2002.45,0.00836,0.99164,7,0.360656,0.696667,0.360656,0.360656,0,0.0,0,0,0.0,0,1,0,4,4,6,1,1,-0.029348,train,0
LED-000503,STL-000503-0,650.73,0.015433,0.984567,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.196116,train,1
LED-000504,STL-000504-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.848528,train,1
LED-000504,STL-000024-0,7160.22,0.03207,0.96793,5,0.333333,0.518908,0.333333,0.333333,0,-0.11547,0,0,0.307692,0,0,0,2,3,3,1,1,0.130931,train,0
LED-000505,STL-000505-0,1132.45,0.011118,0.988882,4,0.666667,0.9,0.666667,1.0,0,0.707107,0,1,0.461538,0,0,0,2,2,2,1,1,0.328244,val,1
LED-000506,STL-000360-0,9882.79,0.046707,0.953293,4,0.125,0.417989,0.25,0.25,0,0.0,0,0,0.230769,0,0,0,5,2,5,1,1,0.851314,train,0
LED-000506,STL-000473-0,1202.07,0.005681,0.994319,5,0.166667,0.467787,0.166667,0.266667,0,-0.172133,0,0,0.230769,0,0,0,5,4,7,1,1,0.857215,train,0
LED-000506,STL-000093-0,5736.14,0.027109,0.972891,6,0.242424,0.514652,0.181818,0.181818,0,0.0,0,0,0.230769,0,0,0,5,5,8,1,1,0.851314,train,0
LED-000507,STL-000507-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,2,3,1,1,0.550973,train,1
LED-000507,STL-000348-0,117.16,0.001618,0.998382,4,0.355556,0.468799,0.355556,0.355556,0,-0.094281,0,0,0.230769,0,0,0,3,2,3,1,1,0.0,train,0
LED-000508,STL-000508-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.262152,train,1
LED-000508,STL-000193-0,181.18,0.001286,1.001286,1,0.325581,0.514077,0.372093,0.352941,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.146647,train,0
LED-000509,STL-000509-0,0.24,4e-06,1.000004,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.223152,test,1
LED-000510,STL-000273-0,790.27,0.003531,0.996469,4,0.242424,0.514652,0.181818,0.181818,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.208979,train,0
LED-000511,STL-000511-0,2255.44,0.023305,0.976695,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,5,5,1,1,0.306382,val,1
LED-000512,STL-000512-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.184812,train,1
LED-000513,STL-000513-0,1118.99,0.023042,0.976958,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,4,2,4,1,1,0.226805,train,1
LED-000513,STL-000301-0,557.96,0.011489,1.011489,3,0.592593,0.677839,0.555556,0.631579,0,0.50128,0,0,0.0,0,1,0,4,2,4,1,1,0.06601,train,0
LED-000514,STL-000514-0,0.0,0.0,1.0,1,0.8125,0.936842,0.8125,0.8125,0,0.731272,1,1,1.0,0,0,0,1,1,0,0,0,0.194625,train,1
LED-000516,STL-000323-0,5081.44,0.020781,1.020781,5,0.129032,0.460684,0.129032,0.129032,0,0.0,0,0,0.384615,0,0,0,1,3,2,0,1,0.254772,train,0
LED-000517,STL-000517-0,14.31,0.000528,0.999472,0,0.555556,0.876923,0.444444,0.444444,0,0.348155,1,1,1.0,0,0,0,1,1,0,0,0,0.879883,train,1
LED-000518,STL-000518-0,0.0,0.0,1.0,1,0.913043,0.939429,0.913043,0.913043,0,0.793884,0,1,0.461538,0,0,0,2,4,4,1,1,0.364698,val,1
LED-000520,STL-000520-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.20261,test,1
LED-000521,STL-000399-0,161.21,0.002647,1.002647,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.384615,0,0,0,4,1,3,1,0,0.195965,train,0
LED-000521,STL-000127-0,967.03,0.015879,0.984121,1,0.291667,0.447985,0.291667,0.291667,0,-0.167968,0,0,0.230769,0,0,0,4,3,5,1,1,0.774917,train,0
LED-000521,STL-000214-0,1400.21,0.022991,0.977009,2,0.4,0.570324,0.4,0.380952,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.211667,train,0
LED-000521,STL-000521-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,3,5,1,1,0.338667,train,1
LED-000522,STL-000585-0,2216.36,0.017116,1.017116,0,0.391304,0.648343,0.347826,0.347826,0,0.050572,0,0,0.230769,0,0,0,5,3,6,1,1,0.215614,train,0
LED-000522,STL-000522-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,5,5,8,1,1,0.313545,train,1
LED-000522,STL-000083-0,4351.95,0.033608,0.966392,3,0.166667,0.335088,0.166667,0.166667,0,0.0,0,0,0.230769,0,0,0,5,5,8,1,1,0.254,train,0
LED-000522,STL-000383-0,567.59,0.004383,1.004383,5,0.375,0.610886,0.25,0.25,0,0.080845,0,0,0.307692,0,0,0,5,7,10,1,1,0.240966,train,0
LED-000524,STL-000524-0,0.0,0.0,1.0,0,0.434783,0.855556,0.434783,1.0,0,0.46291,1,1,1.0,0,0,0,3,4,5,1,1,0.174574,train,1
LED-000524,STL-000279-0,4495.09,0.025931,0.974069,3,0.142857,0.437037,0.142857,0.142857,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.0,train,0
LED-000524,STL-000015-0,7832.61,0.045183,0.954817,5,0.148148,0.330303,0.148148,0.148148,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.274563,train,0
LED-000525,STL-000525-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,1,1,1,0,0.299342,val,1
LED-000526,STL-000526-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.262613,val,1
LED-000527,STL-000527-0,3562.22,0.014583,0.985417,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,4,6,1,1,0.879883,val,1
LED-000528,STL-000528-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,3,4,1,1,0.123613,train,1
LED-000528,STL-000308-0,8715.37,0.045677,1.045677,2,0.25,0.455238,0.25,0.25,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.109985,train,0
LED-000528,STL-000425-0,401.67,0.002105,1.002105,3,0.315789,0.520128,0.315789,0.315789,0,-0.065795,0,0,0.230769,0,0,0,3,4,5,1,1,0.0,train,0
LED-000531,STL-000036-0,564.09,0.008849,0.991151,1,0.285714,0.547619,0.190476,0.190476,0,0.119523,0,0,0.230769,0,0,0,4,2,4,1,1,0.142134,train,0
LED-000531,STL-000104-0,3046.04,0.047785,1.047785,1,0.294118,0.604762,0.294118,0.294118,0,0.0,0,0,0.230769,0,0,0,4,2,4,1,1,0.059708,train,0
LED-000531,STL-000116-0,2167.78,0.034008,0.965992,3,0.451613,0.555672,0.387097,0.387097,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.041031,train,0
LED-000531,STL-000531-0,0.35,5e-06,1.000005,3,0.526316,0.871429,0.526316,1.0,0,0.46291,1,1,1.0,0,0,0,4,4,6,1,1,0.369274,train,1
LED-000532,STL-000532-0,0.0,0.0,1.0,2,0.387097,0.848,0.387097,1.0,0,0.4,1,1,1.0,0,0,0,1,2,1,0,1,0.163299,train,1
LED-000534,STL-000534-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.141421,train,1
LED-000535,STL-000535-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.174608,train,1
LED-000535,STL-000111-0,2149.98,0.018114,0.981886,3,0.4,0.602456,0.4,0.4,0,0.0,0,0,0.0,0,1,0,2,4,4,1,1,0.073621,train,0
LED-000536,STL-000536-0,21.88,0.002852,0.997148,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.879883,test,1
LED-000537,STL-000537-0,11.36,0.000139,0.999861,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,2,3,1,1,0.876501,train,1
LED-000538,STL-000538-0,0.14,9e-06,1.000009,0,0.757576,0.921951,0.757576,1.0,0,0.780869,0,1,0.461538,0,0,0,1,1,0,0,0,0.20998,train,1
LED-000539,STL-000539-0,0.01,1e-06,0.999999,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.07152,train,1
LED-000540,STL-000540-0,0.41,3e-06,0.999997,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,5,6,1,1,0.888336,train,1
LED-000541,STL-000541-0,1666.23,0.024159,0.975841,0,0.941176,0.988235,0.941176,0.941176,0,0.733333,1,1,1.0,0,0,0,1,2,1,0,1,0.268687,train,1
LED-000542,STL-000542-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.223152,train,1
LED-000543,STL-000543-0,0.0,0.0,1.0,0,0.214286,0.736,0.214286,0.214286,0,0.0,1,1,1.0,0,0,0,1,2,1,0,1,0.172133,train,1
LED-000544,STL-000310-0,3117.25,0.024706,0.975294,0,0.216216,0.511376,0.27027,0.27027,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.31427,train,0
LED-000544,STL-000544-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,2,2,1,1,0.181444,train,1
LED-000545,STL-000543-0,2725.98,0.043432,0.956568,6,0.25,0.470085,0.125,0.125,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.04714,train,0
LED-000546,STL-000546-0,0.17,7e-06,1.000007,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.381,train,1
LED-000548,STL-000548-0,0.0,0.0,1.0,1,0.764706,0.92381,0.764706,1.0,0,0.64715,1,1,1.0,0,0,0,1,2,1,0,1,0.295084,train,1
LED-000549,STL-000549-0,1.56,8e-06,0.999992,0,0.941176,0.977778,0.470588,0.470588,0,0.617213,1,1,1.0,0,0,0,1,3,2,0,1,0.324967,train,1
LED-000550,STL-000550-0,0.0,0.0,1.0,1,0.923077,0.984615,0.923077,0.923077,0,0.555556,0,1,0.461538,0,0,0,2,3,3,1,1,0.3114,val,1
LED-000551,STL-000551-0,0.0,0.0,1.0,3,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.338667,train,1
LED-000552,STL-000552-0,0.0,0.0,1.0,0,0.962963,0.992593,0.962963,0.962963,0,0.913043,1,1,1.0,0,0,0,3,2,3,1,1,0.272475,val,1
LED-000553,STL-000553-0,0.09,1e-06,0.999999,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,1,1,1,0,0.075485,test,1
LED-000553,STL-000133-1,3131.96,0.033417,1.033417,0,0.631579,0.755556,0.631579,0.631579,0,0.358569,0,0,0.230769,0,0,0,2,2,2,1,1,0.823853,test,0
LED-000554,STL-000554-0,3.04,1.9e-05,0.999981,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.550973,train,1
LED-000555,STL-000555-0,0.39,3e-06,0.999997,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.313545,train,1
LED-000555,STL-000298-0,5677.77,0.043528,0.956472,7,0.258065,0.525556,0.258065,0.258065,0,0.1,0,0,0.307692,0,0,0,2,3,3,1,1,0.239474,train,0
LED-000556,STL-000055-0,2685.76,0.025184,0.974816,4,0.333333,0.30112,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,1,3,2,0,1,0.048113,train,0
LED-000557,STL-000557-0,0.12,1e-06,1.000001,0,0.411765,0.569048,0.411765,0.666667,0,0.31497,1,1,1.0,0,0,0,1,3,2,0,1,0.287214,train,1
LED-000559,STL-000559-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,3,3,1,1,0.162088,val,1
LED-000560,STL-000560-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,2,4,1,1,0.324176,val,1
LED-000560,STL-000070-0,1634.44,0.006831,0.993169,4,0.333333,0.535014,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.113715,val,0
LED-000560,STL-000249-0,4368.35,0.018256,0.981744,6,0.333333,0.535014,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.262613,val,0
LED-000562,STL-000562-0,2631.83,0.014906,0.985094,1,0.083333,0.0,0.083333,0.083333,0,0.0,1,1,1.0,0,0,0,2,2,2,1,1,0.848528,train,1
LED-000562,STL-000195-0,1394.84,0.0079,1.0079,3,0.142857,0.374074,0.357143,0.357143,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.041703,train,0
LED-000563,STL-000563-0,0.0,0.0,1.0,3,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.268687,train,1
LED-000564,STL-000564-0,855.57,0.006516,0.993484,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,7,3,8,1,1,0.876501,train,1
LED-000564,STL-000147-0,6418.45,0.048879,0.951121,0,0.333333,0.561905,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,7,2,7,1,1,0.186339,train,0
LED-000564,STL-000585-0,397.11,0.003024,1.003024,1,0.235294,0.402116,0.235294,0.235294,0,-0.09325,0,0,0.230769,0,0,0,7,3,8,1,1,0.438357,train,0
LED-000564,STL-000522-0,1819.25,0.013854,0.986146,3,0.230769,0.417711,0.230769,0.230769,0,0.108465,0,0,0.230769,0,0,0,7,5,10,1,1,0.717137,train,0
LED-000564,STL-000083-0,6171.2,0.046997,0.953003,4,0.333333,0.561905,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,7,5,10,1,1,-0.043033,train,0
LED-000564,STL-000383-0,1251.66,0.009532,0.990468,6,0.1,0.313187,0.1,0.1,0,0.0,0,0,0.230769,0,0,0,7,7,12,1,1,0.122474,train,0
LED-000565,STL-000565-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,3,5,1,1,0.095238,train,1
LED-000565,STL-000394-0,4116.32,0.020345,0.979655,7,0.341463,0.5087,0.292683,0.292683,0,-0.055048,0,0,0.230769,0,0,0,4,5,7,1,1,0.0,train,0
LED-000568,STL-000568-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.879883,test,1
LED-000569,STL-000569-0,2.45,1.9e-05,0.999981,1,0.83871,0.753561,0.83871,1.0,0,0.874475,1,1,1.0,0,0,0,4,5,7,1,1,0.129099,val,1
LED-000571,STL-000571-0,0.0,0.0,1.0,0,0.5,0.866667,0.5,1.0,0,0.522233,0,0,0.0,0,1,0,1,1,0,0,0,0.287213,train,1
LED-000572,STL-000572-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.116248,train,1
LED-000574,STL-000034-0,2143.54,0.010604,0.989396,0,0.242424,0.491758,0.242424,0.242424,0,0.087706,0,0,0.230769,0,0,0,5,5,8,1,1,0.134231,train,0
LED-000574,STL-000574-0,0.0,0.0,1.0,5,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,5,7,10,1,1,0.225554,train,1
LED-000574,STL-000224-0,3322.69,0.016438,1.016438,6,0.1,0.313187,0.1,0.1,0,0.0,0,0,0.230769,0,0,0,5,5,8,1,1,0.07175,train,0
LED-000575,STL-000575-0,0.0,0.0,1.0,1,0.8125,0.936842,0.8125,0.8125,0,0.731272,0,0,0.0,0,1,0,4,3,5,1,1,0.233126,train,1
LED-000575,STL-000160-0,2589.35,0.033281,0.966719,4,0.296296,0.486842,0.222222,0.222222,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.170251,train,0
LED-000576,STL-000576-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.196419,test,1
LED-000578,STL-000578-0,0.16,1e-06,1.000001,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.261861,train,1
LED-000579,STL-000579-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,3,2,0,1,0.268687,val,1
LED-000580,STL-000580-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.133631,train,1
LED-000580,STL-000507-0,457.75,0.006281,0.993719,5,0.3125,0.595099,0.34375,0.34375,0,0.0,0,0,0.0,0,1,0,2,2,2,1,1,0.453743,train,0
LED-000581,STL-000581-0,1812.6,0.00783,0.99217,0,0.923077,0.982051,0.923077,0.923077,0,0.668994,1,1,1.0,0,0,0,3,4,5,1,1,0.224702,train,1
LED-000581,STL-000139-0,2854.54,0.01233,1.01233,4,0.411765,0.595849,0.411765,0.411765,0,-0.067267,0,0,0.230769,0,0,0,3,6,7,1,1,0.156772,train,0
LED-000581,STL-000188-0,346.23,0.001496,0.998504,6,0.117647,0.442308,0.117647,0.117647,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.117579,train,0
LED-000582,STL-000582-0,892.02,0.011772,0.988228,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,2,4,1,1,0.264039,val,1
LED-000583,STL-000583-0,0.36,1.2e-05,1.000012,0,0.4,0.632775,0.333333,0.333333,0,0.0,0,0,0.0,0,1,0,1,1,0,0,0,0.219971,train,1
LED-000584,STL-000584-0,1733.17,0.023203,0.976797,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.27735,train,1
LED-000584,STL-000580-0,1819.35,0.024357,0.975643,7,0.186047,0.477513,0.232558,0.232558,0,0.076697,0,0,0.230769,0,0,0,2,2,2,1,1,0.046225,train,0
LED-000585,STL-000564-0,4358.42,0.032329,0.967671,1,0.235294,0.402116,0.235294,0.235294,0,-0.09325,0,0,0.230769,0,0,0,6,3,7,1,1,0.524143,train,0
LED-000585,STL-000585-0,3105.74,0.023037,0.976963,2,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,6,3,7,1,1,0.906238,train,1
LED-000585,STL-000465-0,4170.73,0.030937,1.030937,3,0.216216,0.516049,0.216216,0.216216,0,0.065938,0,0,0.0,0,1,0,6,2,6,1,1,0.796391,train,0
LED-000585,STL-000522-0,5322.1,0.039477,0.960523,4,0.391304,0.648343,0.347826,0.347826,0,0.050572,0,0,0.230769,0,0,0,6,5,9,1,1,0.524143,train,0
LED-000585,STL-000383-0,4754.51,0.035267,0.964733,7,0.3,0.579867,0.3,0.3,0,0.13901,0,0,0.230769,0,0,0,6,7,11,1,1,0.071611,train,0
LED-000587,STL-000587-0,3505.57,0.021266,0.978734,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,3,2,0,1,0.308607,train,1
LED-000588,STL-000498-0,8238.06,0.038488,1.038488,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,3,3,1,1,0.769897,train,0
LED-000588,STL-000588-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.296334,train,1
LED-000589,STL-000589-0,2076.79,0.012276,0.987724,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.321029,train,1
LED-000590,STL-000590-0,1637.2,0.020674,0.979326,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.888336,test,1
LED-000591,STL-000591-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.191273,train,1
LED-000592,STL-000592-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,3,2,0,1,0.226805,train,1
LED-000593,STL-000593-0,0.0,0.0,1.0,0,0.888889,0.96,0.888889,0.888889,0,0.782624,0,1,0.461538,0,0,0,2,1,1,1,0,0.897085,val,1
LED-000594,STL-000594-0,925.74,0.020169,0.979831,0,0.64,0.894118,0.64,1.0,0,0.632456,1,1,1.0,0,0,0,1,2,1,0,1,0.125436,train,1
LED-000596,STL-000596-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,1,2,1,0,0.255031,train,1
LED-000596,STL-000535-0,1303.64,0.010864,0.989136,1,0.173913,0.399145,0.26087,0.26087,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.069843,train,0
LED-000596,STL-000111-0,3453.62,0.028782,0.971218,4,0.222222,0.539869,0.222222,0.222222,0,0.08165,0,0,0.0,0,1,0,3,4,5,1,1,0.073621,train,0
LED-000597,STL-000597-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.888336,train,1
LED-000597,STL-000300-0,1615.3,0.009443,1.009443,5,0.16,0.495098,0.24,0.24,0,0.0,0,0,0.0,0,1,0,2,3,3,1,1,0.071067,train,0
LED-000598,STL-000598-0,0.14,1e-06,1.000001,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,4,2,4,1,1,0.219971,train,1
LED-000598,STL-000263-0,2021.02,0.021635,1.021635,1,0.342857,0.523643,0.342857,0.342857,0,0.06742,0,0,0.307692,0,0,0,4,2,4,1,1,0.123208,train,0
LED-000598,STL-000138-0,3407.28,0.036475,1.036475,4,0.307692,0.523077,0.307692,0.307692,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.211667,train,0
LED-000264,STL-000264-0,0.45,2e-06,1.000002,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,5,4,0,1,0.303239,test,1
LED-000561,STL-000561-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.861858,test,1
LED-000567,STL-000215-0,11225.59,0.04817,1.04817,0,0.352941,0.592157,0.352941,0.32,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.486153,train,0
LED-000567,STL-000567-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,5,6,1,1,0.236228,train,1
LED-000277,STL-000236-0,1718.69,0.018234,1.018234,0,0.272727,0.417379,0.272727,0.272727,0,0.113961,0,0,0.307692,0,0,0,2,4,4,1,1,0.244949,train,0
LED-000277,STL-000075-0,1060.57,0.011252,1.011252,1,0.210526,0.495726,0.210526,0.210526,0,0.150756,0,0,0.230769,0,0,0,2,5,5,1,1,-0.0343,train,0
LED-000586,STL-000586-0,0.3,1.4e-05,0.999986,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.39841,train,1
LED-000523,STL-000524-0,390.02,0.002245,0.997755,0,0.296296,0.527778,0.296296,0.296296,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.742308,train,0
LED-000523,STL-000279-0,4885.11,0.028117,0.971883,3,0.4,0.85,0.4,1.0,0,0.453743,0,0,0.230769,0,0,0,3,4,5,1,1,0.453743,train,0
